Training Start, luck bless me, plz!
{
    "output_model": "varmisuse",
Runing epoch 25 (training), batch 119 (has 64 graphs). Loss so far: 0.6241
Runing epoch 25 (training), batch 120 (has 64 graphs). Loss so far: 0.6267
Runing epoch 25 (training), batch 121 (has 64 graphs). Loss so far: 0.6228
Runing epoch 25 (training), batch 122 (has 64 graphs). Loss so far: 0.6177
Runing epoch 25 (training), batch 123 (has 64 graphs). Loss so far: 0.6128
Runing epoch 25 (training), batch 124 (has 64 graphs). Loss so far: 0.6133
Runing epoch 25 (training), batch 125 (has 64 graphs). Loss so far: 0.6089
Runing epoch 25 (training), batch 126 (has 64 graphs). Loss so far: 0.6092
Runing epoch 25 (training), batch 127 (has 64 graphs). Loss so far: 0.6159
Runing epoch 25 (training), batch 128 (has 64 graphs). Loss so far: 0.6481
Runing epoch 25 (training), batch 129 (has 64 graphs). Loss so far: 0.6474
Runing epoch 25 (training), batch 130 (has 64 graphs). Loss so far: 0.6478
Runing epoch 25 (training), batch 131 (has 64 graphs). Loss so far: 0.6451
Runing epoch 25 (training), batch 132 (has 64 graphs). Loss so far: 0.6502
Runing epoch 25 (training), batch 133 (has 64 graphs). Loss so far: 0.6504
Runing epoch 25 (training), batch 134 (has 64 graphs). Loss so far: 0.6506
Runing epoch 25 (training), batch 135 (has 64 graphs). Loss so far: 0.6533
Runing epoch 25 (training), batch 136 (has 64 graphs). Loss so far: 0.6487
Runing epoch 25 (training), batch 137 (has 64 graphs). Loss so far: 0.6492
Runing epoch 25 (training), batch 138 (has 64 graphs). Loss so far: 0.6486
Runing epoch 25 (training), batch 139 (has 64 graphs). Loss so far: 0.6462
Runing epoch 25 (training), batch 140 (has 64 graphs). Loss so far: 0.6468
Runing epoch 25 (training), batch 141 (has 64 graphs). Loss so far: 0.6493
Runing epoch 25 (training), batch 142 (has 64 graphs). Loss so far: 0.6484
Runing epoch 25 (training), batch 143 (has 64 graphs). Loss so far: 0.6449
Runing epoch 25 (training), batch 144 (has 64 graphs). Loss so far: 0.6412
Runing epoch 25 (training), batch 145 (has 64 graphs). Loss so far: 0.6408
Runing epoch 25 (training), batch 146 (has 64 graphs). Loss so far: 0.6368
Runing epoch 25 (training), batch 147 (has 64 graphs). Loss so far: 0.6374
Runing epoch 25 (training), batch 148 (has 64 graphs). Loss so far: 0.6382
Runing epoch 25 (training), batch 149 (has 64 graphs). Loss so far: 0.6395
Runing epoch 25 (training), batch 150 (has 64 graphs). Loss so far: 0.6377
Runing epoch 25 (training), batch 151 (has 64 graphs). Loss so far: 0.6532
Runing epoch 25 (training), batch 152 (has 64 graphs). Loss so far: 0.6518
Runing epoch 25 (training), batch 153 (has 42 graphs). Loss so far: 0.6529

[K Train: loss: 0.65287 || Top1 0.736 Top2 0.946 Top3 0.986 Top4 0.995 Top5 1.000 || graphs/sec: 26.98 | nodes/sec: 1349 | graphs: 9770 | nodes: 488500 | lr: 0.001000
Runing epoch 25 (validation), batch 1 (has 64 graphs). Loss so far: 0.6842
Runing epoch 25 (validation), batch 2 (has 64 graphs). Loss so far: 0.7748
Runing epoch 25 (validation), batch 3 (has 64 graphs). Loss so far: 0.5402
Runing epoch 25 (validation), batch 4 (has 64 graphs). Loss so far: 0.4624
Runing epoch 25 (validation), batch 5 (has 64 graphs). Loss so far: 0.3897
Runing epoch 25 (validation), batch 6 (has 64 graphs). Loss so far: 0.3560
Runing epoch 25 (validation), batch 7 (has 64 graphs). Loss so far: 0.3291
Runing epoch 25 (validation), batch 8 (has 64 graphs). Loss so far: 0.3798
Runing epoch 25 (validation), batch 9 (has 64 graphs). Loss so far: 0.3459
Runing epoch 25 (validation), batch 10 (has 64 graphs). Loss so far: 0.3139
Runing epoch 25 (validation), batch 11 (has 64 graphs). Loss so far: 0.2952
Runing epoch 25 (validation), batch 12 (has 64 graphs). Loss so far: 0.3478
Runing epoch 25 (validation), batch 13 (has 64 graphs). Loss so far: 0.3236
Runing epoch 25 (validation), batch 14 (has 64 graphs). Loss so far: 0.3543
Runing epoch 25 (validation), batch 15 (has 64 graphs). Loss so far: 0.3336
Runing epoch 25 (validation), batch 16 (has 64 graphs). Loss so far: 0.3670
Runing epoch 25 (validation), batch 17 (has 64 graphs). Loss so far: 0.3942
Runing epoch 25 (validation), batch 18 (has 64 graphs). Loss so far: 0.3734
Runing epoch 25 (validation), batch 19 (has 64 graphs). Loss so far: 0.3740
Runing epoch 25 (validation), batch 20 (has 64 graphs). Loss so far: 0.3615
Runing epoch 25 (validation), batch 21 (has 64 graphs). Loss so far: 0.3821
Runing epoch 25 (validation), batch 22 (has 64 graphs). Loss so far: 0.3769
Runing epoch 25 (validation), batch 23 (has 64 graphs). Loss so far: 0.3830
Runing epoch 25 (validation), batch 24 (has 64 graphs). Loss so far: 0.3702
Runing epoch 25 (validation), batch 25 (has 64 graphs). Loss so far: 0.3990
Runing epoch 25 (validation), batch 26 (has 64 graphs). Loss so far: 0.3903
Runing epoch 25 (validation), batch 27 (has 64 graphs). Loss so far: 0.4153
Runing epoch 25 (validation), batch 28 (has 64 graphs). Loss so far: 0.4221
Runing epoch 25 (validation), batch 29 (has 64 graphs). Loss so far: 0.4492
Runing epoch 25 (validation), batch 30 (has 64 graphs). Loss so far: 0.4745
Runing epoch 25 (validation), batch 31 (has 64 graphs). Loss so far: 0.4895
Runing epoch 25 (validation), batch 32 (has 64 graphs). Loss so far: 0.5201
Runing epoch 25 (validation), batch 33 (has 64 graphs). Loss so far: 0.5141
Runing epoch 25 (validation), batch 34 (has 64 graphs). Loss so far: 0.5311
Runing epoch 25 (validation), batch 35 (has 64 graphs). Loss so far: 0.5414
Runing epoch 25 (validation), batch 36 (has 64 graphs). Loss so far: 0.5306
Runing epoch 25 (validation), batch 37 (has 64 graphs). Loss so far: 0.5437
Runing epoch 25 (validation), batch 38 (has 64 graphs). Loss so far: 0.5434
Runing epoch 25 (validation), batch 39 (has 64 graphs). Loss so far: 0.5547
Runing epoch 25 (validation), batch 40 (has 64 graphs). Loss so far: 0.5472
Runing epoch 25 (validation), batch 41 (has 64 graphs). Loss so far: 0.5506
Runing epoch 25 (validation), batch 42 (has 64 graphs). Loss so far: 0.5538
Runing epoch 25 (validation), batch 43 (has 64 graphs). Loss so far: 0.5710
Runing epoch 25 (validation), batch 44 (has 64 graphs). Loss so far: 0.5905
Runing epoch 25 (validation), batch 45 (has 64 graphs). Loss so far: 0.5953
Runing epoch 25 (validation), batch 46 (has 64 graphs). Loss so far: 0.6050
Runing epoch 25 (validation), batch 47 (has 64 graphs). Loss so far: 0.6089
Runing epoch 25 (validation), batch 48 (has 64 graphs). Loss so far: 0.6088
Runing epoch 25 (validation), batch 49 (has 64 graphs). Loss so far: 0.6347
Runing epoch 25 (validation), batch 50 (has 64 graphs). Loss so far: 0.6396
Runing epoch 25 (validation), batch 51 (has 64 graphs). Loss so far: 0.6273
Runing epoch 25 (validation), batch 52 (has 64 graphs). Loss so far: 0.6313
Runing epoch 25 (validation), batch 53 (has 64 graphs). Loss so far: 0.6353
Runing epoch 25 (validation), batch 54 (has 64 graphs). Loss so far: 0.6342
Runing epoch 25 (validation), batch 55 (has 64 graphs). Loss so far: 0.6355
Runing epoch 25 (validation), batch 56 (has 64 graphs). Loss so far: 0.6384
Runing epoch 25 (validation), batch 57 (has 64 graphs). Loss so far: 0.6307
Runing epoch 25 (validation), batch 58 (has 64 graphs). Loss so far: 0.6334
Runing epoch 25 (validation), batch 59 (has 64 graphs). Loss so far: 0.6231
Runing epoch 25 (validation), batch 60 (has 64 graphs). Loss so far: 0.6169
Runing epoch 25 (validation), batch 61 (has 64 graphs). Loss so far: 0.6100
Runing epoch 25 (validation), batch 62 (has 64 graphs). Loss so far: 0.6134
Runing epoch 25 (validation), batch 63 (has 64 graphs). Loss so far: 0.6324
Runing epoch 25 (validation), batch 64 (has 64 graphs). Loss so far: 0.6305
Runing epoch 25 (validation), batch 65 (has 64 graphs). Loss so far: 0.6342
Runing epoch 25 (validation), batch 66 (has 64 graphs). Loss so far: 0.6286
Runing epoch 25 (validation), batch 67 (has 61 graphs). Loss so far: 0.6201

[K valid: loss: 0.62014 || Top1 0.691 Top2 0.938 Top3 0.981 Top4 1.000 Top5 1.000 || graphs/sec: 63.12 | nodes/sec: 3156 | graphs: 4285 | nodes: 214250 | lr: 0.001000
== Epoch 26
Runing epoch 26 (training), batch 1 (has 64 graphs). Loss so far: 0.8944
Runing epoch 26 (training), batch 2 (has 64 graphs). Loss so far: 0.7121
Runing epoch 26 (training), batch 3 (has 64 graphs). Loss so far: 0.6240
Runing epoch 26 (training), batch 4 (has 64 graphs). Loss so far: 0.5015
Runing epoch 26 (training), batch 5 (has 64 graphs). Loss so far: 0.4922
Runing epoch 26 (training), batch 6 (has 64 graphs). Loss so far: 0.5061
Runing epoch 26 (training), batch 7 (has 64 graphs). Loss so far: 0.4822
Runing epoch 26 (training), batch 8 (has 64 graphs). Loss so far: 0.4774
Runing epoch 26 (training), batch 9 (has 64 graphs). Loss so far: 0.4714
Runing epoch 26 (training), batch 10 (has 64 graphs). Loss so far: 0.4701
Runing epoch 26 (training), batch 11 (has 64 graphs). Loss so far: 0.4389
Runing epoch 26 (training), batch 12 (has 64 graphs). Loss so far: 0.4248
Runing epoch 26 (training), batch 13 (has 64 graphs). Loss so far: 0.4154
Runing epoch 26 (training), batch 14 (has 64 graphs). Loss so far: 0.4229
Runing epoch 26 (training), batch 15 (has 64 graphs). Loss so far: 0.3951
Runing epoch 26 (training), batch 16 (has 64 graphs). Loss so far: 0.3728
Runing epoch 26 (training), batch 17 (has 64 graphs). Loss so far: 0.3536
Runing epoch 26 (training), batch 18 (has 64 graphs). Loss so far: 0.4173
Runing epoch 26 (training), batch 19 (has 64 graphs). Loss so far: 0.4125
Runing epoch 26 (training), batch 20 (has 64 graphs). Loss so far: 0.3921
Runing epoch 26 (training), batch 21 (has 64 graphs). Loss so far: 0.3735
Runing epoch 26 (training), batch 22 (has 64 graphs). Loss so far: 0.3927
Runing epoch 26 (training), batch 23 (has 64 graphs). Loss so far: 0.3759
Runing epoch 26 (training), batch 24 (has 64 graphs). Loss so far: 0.3620
Runing epoch 26 (training), batch 25 (has 64 graphs). Loss so far: 0.3799
Runing epoch 26 (training), batch 26 (has 64 graphs). Loss so far: 0.3862
Runing epoch 26 (training), batch 27 (has 64 graphs). Loss so far: 0.3736
Runing epoch 26 (training), batch 28 (has 64 graphs). Loss so far: 0.3850
Runing epoch 26 (training), batch 29 (has 64 graphs). Loss so far: 0.3907
Runing epoch 26 (training), batch 30 (has 64 graphs). Loss so far: 0.3784
Runing epoch 26 (training), batch 31 (has 64 graphs). Loss so far: 0.4146
Runing epoch 26 (training), batch 32 (has 64 graphs). Loss so far: 0.4021
Runing epoch 26 (training), batch 33 (has 64 graphs). Loss so far: 0.4029
Runing epoch 26 (training), batch 34 (has 64 graphs). Loss so far: 0.4162
Runing epoch 26 (training), batch 35 (has 64 graphs). Loss so far: 0.4110
Runing epoch 26 (training), batch 36 (has 64 graphs). Loss so far: 0.4178
Runing epoch 26 (training), batch 37 (has 64 graphs). Loss so far: 0.4073
Runing epoch 26 (training), batch 38 (has 64 graphs). Loss so far: 0.3976
Runing epoch 26 (training), batch 39 (has 64 graphs). Loss so far: 0.5200
Runing epoch 26 (training), batch 40 (has 64 graphs). Loss so far: 0.5165
Runing epoch 26 (training), batch 41 (has 64 graphs). Loss so far: 0.5277
Runing epoch 26 (training), batch 42 (has 64 graphs). Loss so far: 0.5156
Runing epoch 26 (training), batch 43 (has 64 graphs). Loss so far: 0.5130
Runing epoch 26 (training), batch 44 (has 64 graphs). Loss so far: 0.5146
Runing epoch 26 (training), batch 45 (has 64 graphs). Loss so far: 0.5221
Runing epoch 26 (training), batch 46 (has 64 graphs). Loss so far: 0.5150
Runing epoch 26 (training), batch 47 (has 64 graphs). Loss so far: 0.5049
Runing epoch 26 (training), batch 48 (has 64 graphs). Loss so far: 0.5189
Runing epoch 26 (training), batch 49 (has 64 graphs). Loss so far: 0.5187
Runing epoch 26 (training), batch 50 (has 64 graphs). Loss so far: 0.5139
Runing epoch 26 (training), batch 51 (has 64 graphs). Loss so far: 0.5052
Runing epoch 26 (training), batch 52 (has 64 graphs). Loss so far: 0.5209
Runing epoch 26 (training), batch 53 (has 64 graphs). Loss so far: 0.5317
Runing epoch 26 (training), batch 54 (has 64 graphs). Loss so far: 0.5344
Runing epoch 26 (training), batch 55 (has 64 graphs). Loss so far: 0.5354
Runing epoch 26 (training), batch 56 (has 64 graphs). Loss so far: 0.5435
Runing epoch 26 (training), batch 57 (has 64 graphs). Loss so far: 0.5429
Runing epoch 26 (training), batch 58 (has 64 graphs). Loss so far: 0.5342
Runing epoch 26 (training), batch 59 (has 64 graphs). Loss so far: 0.5424
Runing epoch 26 (training), batch 60 (has 64 graphs). Loss so far: 0.5382
Runing epoch 26 (training), batch 61 (has 64 graphs). Loss so far: 0.5327
Runing epoch 26 (training), batch 62 (has 64 graphs). Loss so far: 0.5325
Runing epoch 26 (training), batch 63 (has 64 graphs). Loss so far: 0.5384
Runing epoch 26 (training), batch 64 (has 64 graphs). Loss so far: 0.5385
Runing epoch 26 (training), batch 65 (has 64 graphs). Loss so far: 0.5398
Runing epoch 26 (training), batch 66 (has 64 graphs). Loss so far: 0.5466
Runing epoch 26 (training), batch 67 (has 64 graphs). Loss so far: 0.5508
Runing epoch 26 (training), batch 68 (has 64 graphs). Loss so far: 0.5564
Runing epoch 26 (training), batch 69 (has 64 graphs). Loss so far: 0.5610
Runing epoch 26 (training), batch 70 (has 64 graphs). Loss so far: 0.5532
Runing epoch 26 (training), batch 71 (has 64 graphs). Loss so far: 0.5456
Runing epoch 26 (training), batch 72 (has 64 graphs). Loss so far: 0.5381
Runing epoch 26 (training), batch 73 (has 64 graphs). Loss so far: 0.5368
Runing epoch 26 (training), batch 74 (has 64 graphs). Loss so far: 0.5380
Runing epoch 26 (training), batch 75 (has 64 graphs). Loss so far: 0.5389
Runing epoch 26 (training), batch 76 (has 64 graphs). Loss so far: 0.5318
Runing epoch 26 (training), batch 77 (has 64 graphs). Loss so far: 0.5349
Runing epoch 26 (training), batch 78 (has 64 graphs). Loss so far: 0.5348
Runing epoch 26 (training), batch 79 (has 64 graphs). Loss so far: 0.5334
Runing epoch 26 (training), batch 80 (has 64 graphs). Loss so far: 0.5386
Runing epoch 26 (training), batch 81 (has 64 graphs). Loss so far: 0.5336
Runing epoch 26 (training), batch 82 (has 64 graphs). Loss so far: 0.5441
Runing epoch 26 (training), batch 83 (has 64 graphs). Loss so far: 0.5376
Runing epoch 26 (training), batch 84 (has 64 graphs). Loss so far: 0.5334
Runing epoch 26 (training), batch 85 (has 64 graphs). Loss so far: 0.5338
Runing epoch 26 (training), batch 86 (has 64 graphs). Loss so far: 0.5276
Runing epoch 26 (training), batch 87 (has 64 graphs). Loss so far: 0.5529
Runing epoch 26 (training), batch 88 (has 64 graphs). Loss so far: 0.5609
Runing epoch 26 (training), batch 89 (has 64 graphs). Loss so far: 0.5585
Runing epoch 26 (training), batch 90 (has 64 graphs). Loss so far: 0.5580
Runing epoch 26 (training), batch 91 (has 64 graphs). Loss so far: 0.5526
Runing epoch 26 (training), batch 92 (has 64 graphs). Loss so far: 0.5545
Runing epoch 26 (training), batch 93 (has 64 graphs). Loss so far: 0.5508
Runing epoch 26 (training), batch 94 (has 64 graphs). Loss so far: 0.5523
Runing epoch 26 (training), batch 95 (has 64 graphs). Loss so far: 0.5565
Runing epoch 26 (training), batch 96 (has 64 graphs). Loss so far: 0.5579
Runing epoch 26 (training), batch 97 (has 64 graphs). Loss so far: 0.5540
Runing epoch 26 (training), batch 98 (has 64 graphs). Loss so far: 0.5511
Runing epoch 26 (training), batch 99 (has 64 graphs). Loss so far: 0.5520
Runing epoch 26 (training), batch 100 (has 64 graphs). Loss so far: 0.5527
Runing epoch 26 (training), batch 101 (has 64 graphs). Loss so far: 0.5472
Runing epoch 26 (training), batch 102 (has 64 graphs). Loss so far: 0.5420
Runing epoch 26 (training), batch 103 (has 64 graphs). Loss so far: 0.5426
Runing epoch 26 (training), batch 104 (has 64 graphs). Loss so far: 0.5439
Runing epoch 26 (training), batch 105 (has 64 graphs). Loss so far: 0.5587
Runing epoch 26 (training), batch 106 (has 64 graphs). Loss so far: 0.5642
Runing epoch 26 (training), batch 107 (has 64 graphs). Loss so far: 0.5855
Runing epoch 26 (training), batch 108 (has 64 graphs). Loss so far: 0.5848
Runing epoch 26 (training), batch 109 (has 64 graphs). Loss so far: 0.5884
Runing epoch 26 (training), batch 110 (has 64 graphs). Loss so far: 0.5880
Runing epoch 26 (training), batch 111 (has 64 graphs). Loss so far: 0.5859
Runing epoch 26 (training), batch 112 (has 64 graphs). Loss so far: 0.5838
Runing epoch 26 (training), batch 113 (has 64 graphs). Loss so far: 0.5969
Runing epoch 26 (training), batch 114 (has 64 graphs). Loss so far: 0.6010
Runing epoch 26 (training), batch 115 (has 64 graphs). Loss so far: 0.6049
Runing epoch 26 (training), batch 116 (has 64 graphs). Loss so far: 0.6071
Runing epoch 26 (training), batch 117 (has 64 graphs). Loss so far: 0.6113
Runing epoch 26 (training), batch 118 (has 64 graphs). Loss so far: 0.6154
Runing epoch 26 (training), batch 119 (has 64 graphs). Loss so far: 0.6165
Runing epoch 26 (training), batch 120 (has 64 graphs). Loss so far: 0.6178
Runing epoch 26 (training), batch 121 (has 64 graphs). Loss so far: 0.6194
Runing epoch 26 (training), batch 122 (has 64 graphs). Loss so far: 0.6188
Runing epoch 26 (training), batch 123 (has 64 graphs). Loss so far: 0.6205
Runing epoch 26 (training), batch 124 (has 64 graphs). Loss so far: 0.6185
Runing epoch 26 (training), batch 125 (has 64 graphs). Loss so far: 0.6188
Runing epoch 26 (training), batch 126 (has 64 graphs). Loss so far: 0.6185
Runing epoch 26 (training), batch 127 (has 64 graphs). Loss so far: 0.6218
Runing epoch 26 (training), batch 128 (has 64 graphs). Loss so far: 0.6203
Runing epoch 26 (training), batch 129 (has 64 graphs). Loss so far: 0.6197
Runing epoch 26 (training), batch 130 (has 64 graphs). Loss so far: 0.6180
Runing epoch 26 (training), batch 131 (has 64 graphs). Loss so far: 0.6212
Runing epoch 26 (training), batch 132 (has 64 graphs). Loss so far: 0.6255
Runing epoch 26 (training), batch 133 (has 64 graphs). Loss so far: 0.6260
